sequence_id	Hugenholtz prokMSA_id	Hugenholtz Simrank id	Hugenholtz DNAML id	Hugenholtz DNAML columns	Hugenholtz tax string
Elev_16S_1015a	32035	94.36	0.979935	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1016a	32035	95.45	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1017a	32035	83.39	0.963439	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1018a	100780	78.18	0.936304	749	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1019a	74966	94.53	0.983918	761	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Elev_16S_1020a	32035	88.76	0.97854		761	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1021a	32035	90.95	0.981345	764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1022a	24479	58.31	0.850958	764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1023a	32035	89.86	0.979819	758	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1026a	32035	70.49	0.919153	753	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1027a	71074	82.26	0.962058	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1028a	32035	89.81	0.977159	761	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1029a	32035	88.77	0.978569	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1030a	74966	92.06	0.974485	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Elev_16S_1031a	32035	83.11	0.959311	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1032a	32035	88.78	0.979979	764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1033a	32035	94.63	0.981287	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1034a	74966	94.67	0.982711	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Elev_16S_1035a	74966	94.67	0.985386	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Elev_16S_1036a	74966	93.85	0.985386	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Elev_16S_1037a	32035	90.3	0.967509	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1038a	54107	78.02	0.933091	764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1039a	74966	93.85	0.984049	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Elev_16S_1040a	32035	94	0.985473	766	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1041a	32035	89.98	0.979906	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1042a	32035	88.77	0.978438	758	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1044a	143651	64.43	0.929981	696	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1045a	32035	89.2	0.974485	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1046a	32035	95.45	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1047a	100780	80.76	0.947844	743	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1048a	74966	94.45	0.985386	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Elev_16S_1049a	74966	95.38	0.986737	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Elev_16S_1050a	143651	65.31	0.939734	699	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1051a	24479	79.35	0.94687		764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1052a	1143	81.99	0.971724	761	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Elev_16S_1054a	104384	77.22	0.929719	754	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1055a	104825	87.75	0.971229	679	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Elev_16S_1056a	32035	91.74	0.978685	766	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1057a	74966	95.38	0.986737	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Elev_16S_1058a	32035	88.81	0.978627	764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1059a	32035	89.23	0.968541	752	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1060a	32035	95.45	0.982537	758	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1061a	104825	87.63	0.971273	680	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Elev_16S_1062a	74966	94.54	0.982697	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Elev_16S_1063a	71074	82.92	0.963454	763	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1064a	32035	94.74	0.981287	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1065a	74966	94.67	0.985386	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Elev_16S_1066a	100780	78.49	0.939152	748	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1067a	24479	88.42	0.977276	764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1069a	32035	93.41	0.967174	753	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1070a	1143	76.47	0.946376	762	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Elev_16S_1071a	54107	80.43	0.95155		753	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1072a	32035	91.73	0.975837	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1073a	32035	93.9	0.979776	757	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1074a	74966	92.78	0.980008	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Elev_16S_1075a	100780	79.02	0.939239	749	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1076a	32035	94.25	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1077a	190020	77.83	0.948091	764	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Elev_16S_1078a	32035	94.69	0.960038	753	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1079a	104384	82.26	0.947466	753	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1080a	32035	93.91	0.979921	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1081a	76642	79.4	0.956564	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Elev_16S_1082a	32035	91.9	0.979921	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1083a	143651	65.31	0.939734	699	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1084a	32035	94.24	0.984121	766	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1085a	32035	89.3	0.968831	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1086a	32035	94.23	0.97713		761	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1088a	32035	94.85	0.98261		761	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1089a	32035	93.89	0.979935	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1090a	32035	84.86	0.9745		764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1092a	141403	58.02	0.934865	648	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Elev_16S_1093a	32035	92.69	0.977319	766	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1094a	141804	57.01	0.938992	639	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Elev_16S_1095a	32035	93.52	0.979979	764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1096a	100780	73.55	0.921333	749	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1097a	54107	81.06	0.95203		764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1098a	32035	94.73	0.978526	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1099a	1143	82.32	0.966331	764	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Elev_16S_1100a	32035	94.98	0.988133	766	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1101a	32035	94.98	0.98261		761	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1102a	32035	90.35	0.967203	752	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1103a	32035	95.45	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1104a	71074	76.8	0.953803	765	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1105a	100780	80	0.937786	749	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1106a	32035	90.81	0.981287	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1107a	175609	81.06	0.929167	760	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Candidatus_Nitrosopumilus; Unclassified; otu_16
Elev_16S_1108a	143651	64.76	0.930097	697	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1109a	32035	87.92	0.977188	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1111a	32035	90.69	0.981287	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1112a	32035	95.45	0.988133	766	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1113a	1143	85.11	0.974587	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Elev_16S_1114a	74966	94.67	0.985386	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Elev_16S_1115a	74966	90.06	0.978656	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Elev_16S_1116a	32035	92.35	0.981287	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1117a	100780	76.87	0.923441	744	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1119a	185612	65.75	0.903282	762	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
Elev_16S_1121a	32035	95.56	0.982523	757	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1122a	32035	85.77	0.967712	764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1123a	54107	81.06	0.95203		764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1124a	100780	79.52	0.93908		747	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1125a	74966	90.45	0.979994	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Elev_16S_1126a	74966	94.67	0.985386	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Elev_16S_1127a	32035	95.32	0.974194	753	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1128a	1143	82.32	0.966331	764	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Elev_16S_1129a	24479	94.14	0.982682	764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1130a	32035	90.91	0.97277		752	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1131a	1143	83.97	0.970474	765	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Elev_16S_1132a	32035	93.31	0.984107	766	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1133a	32035	88.19	0.977188	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1134a	1143	75.21	0.950838	763	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Elev_16S_1135a	32035	95.45	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1136a	32035	94.96	0.981287	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1137a	32035	94.85	0.981287	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1139a	32035	94.58	0.972755	752	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1140a	32035	92.82	0.973032	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1141a	32035	94.5	0.979906	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1142a	32035	92	0.981185	758	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1143a	32035	90.45	0.979935	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1144a	30678	75.3	0.948425	769	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Elev_16S_1145a	32035	94.74	0.981273	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1146a	32035	91.41	0.981258	761	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1147a	100780	76.89	0.934734	748	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1148a	74966	94.79	0.985386	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Elev_16S_1149a	32035	86.39	0.964413	752	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1150a	54107	74.58	0.930461	764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1151a	32035	94.02	0.979921	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1152a	32035	90.69	0.981258	761	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1154a	144887	61.85	0.929676	693	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Elev_16S_1155a	185612	66.15	0.898543	761	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
Elev_16S_1156a	144107	54.76	0.915127	697	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1158a	143651	63.45	0.928644	697	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1159a	30678	68.41	0.901712	749	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Elev_16S_1160a	185612	66.63	0.902395	757	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
Elev_16S_1161a	30678	53.24	0.865667	745	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Elev_16S_1162a	144107	65.34	0.936492	696	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1163a	30678	88.56	0.967523	760	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Elev_16S_1164a	141804	58.33	0.940954	640	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Elev_16S_1165a	190020	79	0.965038	764	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Elev_16S_1166a	54107	79.09	0.94655		764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1167a	185612	67.26	0.912278	761	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
Elev_16S_1168a	144107	60.81	0.934051	705	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1169a	140032	40.51	0.790641	767	Hugenholtz:Archaea; Thermoplasmata_Eury; E2; terrestrial_group; Unclassified; otu_122
Elev_16S_1170a	54107	68.53	0.896538	764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1171a	144887	63.95	0.936376	697	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Elev_16S_1172a	140032	42.32	0.803344	767	Hugenholtz:Archaea; Thermoplasmata_Eury; E2; terrestrial_group; Unclassified; otu_122
Elev_16S_1173a	185612	64.71	0.897948	759	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
Elev_16S_1174a	30678	74.94	0.944007	766	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Elev_16S_1175a	76092	50.23	0.845828	763	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1176a	148506	51.52	0.896756	704	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1177a	30678	88.08	0.967683	764	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Elev_16S_1178a	141495	57.5	0.917336	674	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1179a	32035	73.24	0.932147	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1180a	190020	83.35	0.973468	768	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Elev_16S_1181a	185612	66.23	0.89475		759	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
Elev_16S_1183a	115168	50.17	0.843488	743	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1184a	190020	80.5	0.963686	764	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Elev_16S_1185a	71074	72.53	0.924778	765	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1186a	185612	66.63	0.898224	759	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
Elev_16S_1187a	140032	41.98	0.805044	767	Hugenholtz:Archaea; Thermoplasmata_Eury; E2; terrestrial_group; Unclassified; otu_122
Elev_16S_1188a	54107	79.67	0.944312	752	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1190a	148506	51.52	0.896756	704	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1191a	140032	40.12	0.801992	766	Hugenholtz:Archaea; Thermoplasmata_Eury; E2; terrestrial_group; Unclassified; otu_122
Elev_16S_1192a	190020	79.26	0.960925	764	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Elev_16S_1193a	142340	59.31	0.922133	697	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1194a	190020	82.21	0.968003	768	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Elev_16S_1195a	142253	57.57	0.941027	640	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Elev_16S_1196a	185612	65.03	0.896131	759	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
Elev_16S_1197a	54107	79.19	0.947873	763	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1198a	190020	72.34	0.939399	764	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Elev_16S_1199a	30678	65.24	0.89552		767	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Elev_16S_1200a	115209	51.44	0.846046	761	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1201a	141804	57.34	0.939196	640	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Elev_16S_1202a	30678	74.49	0.94126		767	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Elev_16S_1203a	185612	66.15	0.899561	759	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
Elev_16S_1204a	185612	66.75	0.896727	759	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
Elev_16S_1205a	30678	88.59	0.967727	765	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Elev_16S_1206a	190020	82.02	0.966433	763	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Elev_16S_1207a	140032	41.45	0.80971		767	Hugenholtz:Archaea; Thermoplasmata_Eury; E2; terrestrial_group; Unclassified; otu_122
Elev_16S_1208a	141804	57.54	0.939472	643	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Elev_16S_1210a	54107	78.52	0.94514		764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1211a	190020	82.1	0.970663	765	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Elev_16S_1212a	185612	66.15	0.899561	759	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
Elev_16S_1213a	140032	41.98	0.805044	767	Hugenholtz:Archaea; Thermoplasmata_Eury; E2; terrestrial_group; Unclassified; otu_122
Elev_16S_1216a	190020	82.66	0.972116	768	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Elev_16S_1217a	143651	63.91	0.940489	705	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1218a	190020	80.38	0.963686	764	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Elev_16S_1220a	185612	64.8	0.898035	759	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
Elev_16S_1221a	140032	41.36	0.80769		767	Hugenholtz:Archaea; Thermoplasmata_Eury; E2; terrestrial_group; Unclassified; otu_122
Elev_16S_1222a	140032	41.82	0.809666	767	Hugenholtz:Archaea; Thermoplasmata_Eury; E2; terrestrial_group; Unclassified; otu_122
Elev_16S_1223a	115168	50.29	0.847979	745	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1225a	144107	65.94	0.942553	697	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1227a	187407	66.22	0.915447	761	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1228a	143651	63.45	0.928644	697	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Elev_16S_1229a	185612	66.91	0.899561	759	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
