sequence_id	Hugenholtz prokMSA_id	Hugenholtz Simrank id	Hugenholtz DNAML id	Hugenholtz DNAML columns	Hugenholtz tax string
Amb_16S_1036a	54107	77.98	0.949442	763	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1037a	140032	40.28	0.790641	747	Hugenholtz:Archaea; Thermoplasmata_Eury; E2; terrestrial_group; Unclassified; otu_122
Amb_16S_1040a	30678	74.28	0.938106	764	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Amb_16S_1041a	190020	76.17	0.946914	766	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Amb_16S_1042a	115168	48.33	0.827965	724	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1043a	144887	66.36	0.949559	705	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Amb_16S_1044a	190020	81.76	0.965038	764	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Amb_16S_1046a	30678	79.48	0.959675	769	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Amb_16S_1047a	190020	82.62	0.972131	768	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Amb_16S_1048a	115168	52.05	0.85138		744	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1049a	141804	60.82	0.929051	627	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Amb_16S_1050a	30678	71.79	0.935722	769	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Amb_16S_1051a	54107	76.26	0.940446	760	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1052a	144107	57.09	0.912409	698	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1053a	30678	68.54	0.928368	770	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Amb_16S_1055a	1143	68.07	0.935228	749	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1057a	141804	55.92	0.928295	622	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Amb_16S_1058a	141804	55.75	0.924981	614	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Amb_16S_1059a	185612	66.51	0.899546	759	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
Amb_16S_1062a	190020	80.26	0.96091		764	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Amb_16S_1063a	190020	82.34	0.972043	766	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Amb_16S_1064a	141804	58.15	0.940954	640	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Amb_16S_1065a	115168	43.14	0.800408	750	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1066a	30678	61.06	0.90068		711	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Amb_16S_1067a	148506	51.4	0.896116	710	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1068a	190020	79.86	0.962102	760	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Amb_16S_1070a	141403	44.25	0.862571	626	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Amb_16S_1071a	115168	50.52	0.844418	745	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1072a	144887	65.02	0.939065	688	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Amb_16S_1073a	141804	57.34	0.948498	649	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Amb_16S_1074a	144887	48.94	0.910185	674	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Amb_16S_1075a	30678	87.38	0.964994	765	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Amb_16S_1076a	119654	52.29	0.88007		766	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1078a	190020	78.4	0.952626	722	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Amb_16S_1079a	185612	65.66	0.896683	759	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
Amb_16S_1080a	54107	79.07	0.946245	760	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1081a	115168	50.98	0.850944	759	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1083a	140032	42.04	0.811352	767	Hugenholtz:Archaea; Thermoplasmata_Eury; E2; terrestrial_group; Unclassified; otu_122
Amb_16S_1084a	185612	66.91	0.899561	759	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
Amb_16S_1085a	144107	58.58	0.91629		702	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1086a	190020	78.34	0.95171		735	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Amb_16S_1087a	142340	64.47	0.950474	696	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1088a	185612	65.59	0.898093	760	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
Amb_16S_1089a	30678	88.36	0.964776	761	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Amb_16S_1090a	115168	49.13	0.835828	758	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1091a	185612	66.19	0.903427	763	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
Amb_16S_1092a	142340	60.77	0.929792	693	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1094a	185612	61.62	0.863516	767	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
Amb_16S_1095a	144887	59.56	0.929618	693	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Amb_16S_1096a	148506	51.58	0.896756	704	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1097a	115168	50.3	0.83625		735	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1098a	30678	76.29	0.942553	765	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Amb_16S_1099a	115168	53.2	0.855275	765	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1100a	30678	43.97	0.845261	769	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Amb_16S_1102a	30678	61.02	0.900404	776	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Amb_16S_1103a	74966	94.24	0.982697	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1104a	100780	80.36	0.954152	748	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1105a	30678	70.42	0.932961	769	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Amb_16S_1106a	140032	39.46	0.802574	768	Hugenholtz:Archaea; Thermoplasmata_Eury; E2; terrestrial_group; Unclassified; otu_122
Amb_16S_1107a	190020	81.61	0.96511		764	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Amb_16S_1108a	144107	65.56	0.944123	697	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1110a	185612	63.52	0.890215	759	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
Amb_16S_1111a	190020	82.6	0.972131	768	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Amb_16S_1113a	54107	78.78	0.947466	760	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1114a	142340	63.08	0.926609	695	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1115a	30678	88.1	0.967727	765	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Amb_16S_1117a	30678	85.88	0.960852	766	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Amb_16S_1119a	30678	72.93	0.934952	763	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Amb_16S_1120a	142340	61.22	0.928688	700	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1121a	177496	62.04	0.88507		758	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
Amb_16S_1123a	142340	59.98	0.924095	698	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1124a	141804	57.49	0.937132	637	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Amb_16S_1125a	30678	61.61	0.869039	726	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Amb_16S_1126a	30678	67.54	0.881422	715	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Amb_16S_1127a	141804	57.69	0.940751	638	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Amb_16S_1128a	190020	82.64	0.970851	770	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Amb_16S_1129a	144887	62.68	0.934458	681	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Amb_16S_1130a	30678	76.12	0.931638	722	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Amb_16S_1131a	115209	55.08	0.866524	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1132a	142340	63.81	0.944385	698	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1133a	115168	53.37	0.85699		712	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1137a	190020	83.67	0.973468	768	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Amb_16S_1139a	190020	79.1	0.960866	763	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Amb_16S_1140a	185612	66.15	0.898979	755	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
Amb_16S_1142a	144908	38.34	0.790496	722	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; Unclassified; otu_22
Amb_16S_1143a	25116	57.87	0.886538	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1144a	30678	84.1	0.931086	754	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Amb_16S_1145a	141804	57.34	0.939269	640	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Amb_16S_1146a	185612	65.22	0.890884	752	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
Amb_16S_1147a	119654	54.65	0.879126	763	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1149a	141804	54.81	0.932437	610	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Amb_16S_1151a	30678	75.67	0.946841	764	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; SAGMA-X; SAGMA-D; NRP-P; otu_23
Amb_16S_1152a	140032	42.09	0.797995	767	Hugenholtz:Archaea; Thermoplasmata_Eury; E2; terrestrial_group; Unclassified; otu_122
Amb_16S_1153a	32035	94.39	0.979906	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1154a	74966	94.67	0.985386	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1155a	100780	78.46	0.939152	748	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1156a	54107	72.74	0.908863	765	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1157a	32035	83.73	0.966288	763	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1158a	185612	66.47	0.898398	760	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
Amb_16S_1159a	32035	94.38	0.981171	758	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1160a	101071	90.07	0.981505	768	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; SCA1154; otu_30
Amb_16S_1161a	32035	89.49	0.978598	764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1163a	32035	91.53	0.979935	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1164a	1143	86.02	0.973235	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1165a	100780	78.46	0.93751		746	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1166a	54107	82.56	0.955881	753	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1167a	41594	78.43	0.945911	754	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1168a	32035	94.85	0.98261		761	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1169a	32035	95.45	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1170a	74966	93.96	0.982682	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1171a	137954	62.16	0.9169		770	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
Amb_16S_1172a	32035	65.23	0.902889	766	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1173a	104825	87.37	0.971229	679	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1174a	54107	77.02	0.942263	764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1175a	74966	94.67	0.985386	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1176a	144107	62.41	0.927278	699	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1177a	74966	94.67	0.985386	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1178a	32035	94.84	0.972828	753	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1179a	32035	85.9	0.967683	764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1180a	32035	94.98	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1181a	32035	93.89	0.979921	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1182a	32035	77.23	0.949079	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1183a	32035	93.41	0.9854		762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1184a	100780	86.24	0.952596	750	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1185a	54107	78.16	0.943716	764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1186a	141782	54.5	0.918179	640	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Amb_16S_1187a	74966	94.67	0.985386	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1188a	32035	87.43	0.975837	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1189a	32035	95.45	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1190a	100780	82.42	0.936623	750	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1191a	74966	94.19	0.985371	765	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1192a	71074	83.95	0.960707	763	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1193a	32035	89.7	0.977218	764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1194a	24479	85.39	0.973264	766	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1195a	74966	93.36	0.982682	765	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1196a	32035	95.57	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1197a	32035	83.69	0.967668	764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1198a	100780	84.01	0.951128	748	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1200a	142340	60.44	0.928818	699	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1201a	32035	95.57	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1202a	100780	80.62	0.942204	749	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1203a	74966	93.37	0.982711	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1204a	32035	83.41	0.962145	764	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1205a	32035	89.98	0.979935	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1206a	74966	92.31	0.978656	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1207a	32035	94.96	0.98261		761	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1208a	74966	94.9	0.985371	765	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1209a	32035	85.75	0.968977	763	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1210a	32035	95.8	0.974194	753	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1211a	141804	57.52	0.939094	640	Hugenholtz:Archaea; Cenarchaea_Cren; NRP-J; otu_25
Amb_16S_1212a	100780	84.01	0.94969		748	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1213a	32035	94.97	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1214a	71074	84.53	0.960707	763	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1215a	32035	89.87	0.979935	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1216a	100780	80.55	0.946608	747	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1219a	32035	91.24	0.97277		752	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1221a	74966	81.76	0.965038	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1222a	32035	82.13	0.962		762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1223a	32035	95.57	0.982639	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1224a	74966	94.45	0.985386	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1225a	32035	89.86	0.979906	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1226a	180496	72.72	0.908209	761	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Candidatus_Nitrosopumilus; Unclassified; otu_16
Amb_16S_1227a	74966	94.19	0.985371	765	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1228a	32035	82.68	0.962044	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1229a	32035	90.2	0.981287	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1230a	32035	87.96	0.975226	744	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1232a	32035	93.79	0.979921	762	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1234a	74966	94.67	0.985386	766	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1236a	32035	94.03	0.985473	766	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1237a	185612	66.15	0.897933	759	Hugenholtz:Archaea; Cenarchaea_Cren; Cenarchaeales; Cenarchaeum; Unclassified; otu_15
Amb_16S_1238a	32035	93.17	0.96857		752	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1239a	143651	63.39	0.926914	697	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
Amb_16S_1240a	1143	83.89	0.98277		765	Hugenholtz:Archaea; Cenarchaea_Cren; SCA1170; Unclassified; otu_29
Amb_16S_1241a	100780	89.64	0.952611	749	Hugenholtz:Archaea; Cenarchaea_Cren; Unclassified; otu_14
